Entry	Entry name	Protein names	Gene names	Cross-reference (RefSeq)
B8I3Q9	B8I3Q9_RUMCH	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I)	topA Ccel_2056	WP_015925504.1;
B8I4L3	B8I4L3_RUMCH	NUDIX hydrolase	Ccel_0179	WP_012634632.1;
B8I434	B8I434_RUMCH	Arabinogalactan endo-beta-1,4-galactanase (EC 3.2.1.89)	Ccel_2123	
B8I0N8	B8I0N8_RUMCH	Glycoside hydrolase family 43	Ccel_1257	WP_015924762.1;
B8I921	B8I921_RUMCH	Uncharacterized protein	Ccel_3061	
B8I689	B8I689_RUMCH	Methyl-accepting chemotaxis sensory transducer	Ccel_2526	WP_015925943.1;
B8I0H5	B8I0H5_RUMCH	Uncharacterized protein	Ccel_1193	WP_015924703.1;
B8I0I1	B8I0I1_RUMCH	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS Ccel_1199	WP_015924708.1;
B8I8N5	B8I8N5_RUMCH	AMP-dependent synthetase and ligase	Ccel_0896	WP_015924428.1;
B8I3K6	B8I3K6_RUMCH	Mg2 transporter protein CorA family protein	Ccel_2001	WP_015925453.1;
B8I5L1	B8I5L1_RUMCH	Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)	Ccel_2417	WP_015925836.1;
B8I9E4	B8I9E4_RUMCH	Aminotransferase class I and II	Ccel_1042	WP_015924560.1;
B8I3F6	B8I3F6_RUMCH	GTP diphosphokinase (EC 2.7.6.5)	Ccel_1951	WP_015925403.1;
B8I878	B8I878_RUMCH	ABC transporter related	Ccel_2884	WP_015926246.1;
B8I0X5	B8I0X5_RUMCH	Beta-phosphoglucomutase	Ccel_3242	WP_015926589.1;
B8I679	B8I679_RUMCH	AMP-dependent synthetase and ligase	Ccel_2516	WP_015925933.1;
B8I3D8	B8I3D8_RUMCH	Transcriptional regulator, BadM/Rrf2 family	Ccel_1933	WP_015925385.1;
B8I8X7	B8I8X7_RUMCH	Uncharacterized protein	Ccel_3016	
B8I039	B8I039_RUMCH	Cobalamin (Vitamin B12) biosynthesis CbiM protein	Ccel_1182	WP_015924692.1;
B8I8B4	B8I8B4_RUMCH	DUF2179 domain-containing protein	Ccel_2920	WP_015926281.1;
B8I1N6	B8I1N6_RUMCH	Histidine kinase (EC 2.7.13.3)	Ccel_3383	WP_015926723.1;
B8I3B9	B8I3B9_RUMCH	Stage III sporulation protein AC	Ccel_1914	WP_014313799.1;
B8I745	B8I745_RUMCH	CheW protein	Ccel_0588	WP_015924139.1;
B8I4J2	B8I4J2_RUMCH	Uncharacterized protein	Ccel_0158	WP_012634612.1;
B8I0Q5	B8I0Q5_RUMCH	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA Ccel_1274	WP_015924779.1;
B8I700	B8I700_RUMCH	Radical SAM domain protein	Ccel_2670	WP_015926076.1;
B8I891	B8I891_RUMCH	Uncharacterized protein	Ccel_2897	
B8I271	B8I271_RUMCH	Histidine kinase (EC 2.7.13.3)	Ccel_1545	WP_015925037.1;
B8I0Y4	B8I0Y4_RUMCH	Uncharacterized protein	Ccel_3251	WP_015926598.1;
B8HZY2	B8HZY2_RUMCH	Uncharacterized protein	Ccel_1124	WP_015924638.1;
B8HZZ3	B8HZZ3_RUMCH	Extracellular solute-binding protein family 1	Ccel_1136	WP_015924648.1;
B8I5W6	B8I5W6_RUMCH	Anti-sigma factor antagonist	Ccel_0398	WP_012634846.1;
B8I6C6	B8I6C6_RUMCH	Binding-protein-dependent transport systems inner membrane component	Ccel_0436	WP_012634880.1;
B8I5H1	B8I5H1_RUMCH	3-dehydroquinate synthase	Ccel_2374	
B8I6T5	B8I6T5_RUMCH	Uncharacterized protein	Ccel_2599	WP_015926014.1;
B8I748	B8I748_RUMCH	TM2 domain containing protein	Ccel_0591	WP_015924141.1;
B8I518	B8I518_RUMCH	ATPase	Ccel_0211	WP_012634663.1;
B8I3Y0	B8I3Y0_RUMCH	Polypeptide-transport-associated domain protein FtsQ-type	Ccel_2067	WP_015925515.1;
B8I6R0	B8I6R0_RUMCH	Asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	asnS Ccel_2574	WP_015925989.1;
B8I8P1	B8I8P1_RUMCH	Rubrerythrin	Ccel_0902	WP_015924434.1;
B8I9A3	B8I9A3_RUMCH	Transcriptional regulator, AraC family	Ccel_1001	WP_015924520.1;
B8I7V4	B8I7V4_RUMCH	Glucanase (EC 3.2.1.-)	Ccel_0732	WP_015924278.1;
B8I332	B8I332_RUMCH	DNA binding domain protein, excisionase family	Ccel_1826	WP_015925285.1;
B8I1M1	B8I1M1_RUMCH	NADH-ubiquinone oxidoreductase chain 49kDa	Ccel_3367	WP_015926708.1;
B8I8R1	B8I8R1_RUMCH	Uncharacterized protein	Ccel_0928	WP_015924451.1;
B8I593	B8I593_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_0286	WP_012634738.1;
B8I308	B8I308_RUMCH	Uncharacterized protein	Ccel_1801	WP_015925266.1;
B8I5V3	B8I5V3_RUMCH	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC Ccel_0385	WP_012634833.1;
B8I3T9	B8I3T9_RUMCH	Uncharacterized protein	Ccel_0028	WP_012634483.1;
B8I6K8	B8I6K8_RUMCH	3D domain protein	Ccel_0518	WP_012634962.1;
B8I9A1	B8I9A1_RUMCH	Binding-protein-dependent transport systems inner membrane component	Ccel_0999	WP_015924518.1;
B8I5C8	B8I5C8_RUMCH	[Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39)	Ccel_2328	WP_015925756.1;
B8I2V2	B8I2V2_RUMCH	Sporulation protein YtfJ	Ccel_1744	WP_015925210.1;
B8I5H7	B8I5H7_RUMCH	[Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39)	Ccel_2380	WP_015925802.1;
B8I672	B8I672_RUMCH	Phosphopantetheine-binding	Ccel_2509	WP_015925926.1;
B8I4M4	B8I4M4_RUMCH	Auxin Efflux Carrier	Ccel_2186	WP_015925623.1;
B8I204	B8I204_RUMCH	Metal dependent phosphohydrolase	Ccel_1476	WP_015924972.1;
B8I2Q3	B8I2Q3_RUMCH	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA Ccel_1695	WP_015925161.1;
B8I5I3	B8I5I3_RUMCH	Amino acid adenylation domain protein	Ccel_2386	WP_015925808.1;
B8I165	B8I165_RUMCH	O-acetylhomoserine/O-acetylserine sulfhydrylase	Ccel_3332	WP_015926673.1;
B8I037	B8I037_RUMCH	ABC transporter related	Ccel_1180	WP_015924690.1;
B8I8M8	B8I8M8_RUMCH	Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11)	potA Ccel_0889	WP_015924421.1;
B8I440	B8I440_RUMCH	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA Ccel_2129	WP_015925573.1;
B8I258	B8I258_RUMCH	16S rRNA m5C967 methyltransferase (EC 2.1.1.176) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	Ccel_1532	WP_015925025.1;
B8I7M6	B8I7M6_RUMCH	Polymorphic outer membrane protein	Ccel_2803	WP_015926169.1;
B8I5B9	B8I5B9_RUMCH	Beta-xylanase (EC 3.2.1.8)	Ccel_2319	WP_015925747.1;
B8I3R3	B8I3R3_RUMCH	Beta sliding clamp	Ccel_0002	WP_012634457.1;
B8I082	B8I082_RUMCH	Signal transduction histidine kinase regulating citrate/malate metabolism	Ccel_3117	WP_015926466.1;
B8HZY7	B8HZY7_RUMCH	Carboxynorspermidine/carboxyspermidine decarboxylase (EC 4.1.1.96)	Ccel_1129	WP_015924643.1;
B8I153	B8I153_RUMCH	RNA methyltransferase, TrmH family, group 3	Ccel_3320	WP_015926661.1;
B8I5R1	B8I5R1_RUMCH	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	ispD Ccel_0342	
B8I4M5	B8I4M5_RUMCH	Uncharacterized protein	Ccel_2187	WP_015925624.1;
B8I0U6	B8I0U6_RUMCH	Uncharacterized protein	Ccel_3212	WP_015926560.1;
B8I429	B8I429_RUMCH	Phosphate transporter	Ccel_2117	WP_015925562.1;
B8I8J1	B8I8J1_RUMCH	Beta-lactamase domain protein	Ccel_0851	
B8I8C0	B8I8C0_RUMCH	Alanine racemase (EC 5.1.1.1)	Ccel_2926	WP_015926287.1;
B8I2B1	B8I2B1_RUMCH	Single-stranded nucleic acid binding R3H domain protein	Ccel_3487	WP_015926826.1;
B8I8A8	B8I8A8_RUMCH	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	carB Ccel_2914	WP_015926275.1;
B8I057	B8I057_RUMCH	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	pth Ccel_3091	WP_015926441.1;
B8I1H8	B8I1H8_RUMCH	Antifreeze protein type I	Ccel_1422	WP_015924921.1;
B8I1L2	B8I1L2_RUMCH	Uncharacterized protein	Ccel_3358	WP_015926699.1;
B8I720	B8I720_RUMCH	Transglutaminase domain protein	Ccel_0562	
B8I2K7	B8I2K7_RUMCH	Probable membrane transporter protein	Ccel_1649	WP_015925116.1;
B8I386	B8I386_RUMCH	Methyltransferase	Ccel_1881	
B8I9B8	B8I9B8_RUMCH	Extracellular solute-binding protein family 1	Ccel_1016	WP_015924535.1;
B8I900	B8I900_RUMCH	Uncharacterized protein	Ccel_3040	WP_015926391.1;
B8I1H0	B8I1H0_RUMCH	LrgA family protein	Ccel_1414	WP_015924913.1;
B8I070	B8I070_RUMCH	Biotin and thiamin synthesis associated	Ccel_3104	WP_015926454.1;
B8I8R5	B8I8R5_RUMCH	Carbamoyl-phosphate synthase L chain ATP-binding	Ccel_0932	WP_015924455.1;
B8I2W3	B8I2W3_RUMCH	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)	proC Ccel_1755	WP_015925221.1;
B8I489	B8I489_RUMCH	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD Ccel_2180	WP_015925617.1;
B8I3I7	B8I3I7_RUMCH	Stage 0 sporulation protein A homolog	Ccel_1982	WP_015925434.1;
B8I7M1	B8I7M1_RUMCH	Uncharacterized protein	Ccel_2795	WP_015926164.1;
B8I766	B8I766_RUMCH	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA Ccel_0609	WP_015924159.1;
B8I583	B8I583_RUMCH	Fibronectin, type III	Ccel_0276	WP_012634728.1;
B8I910	B8I910_RUMCH	Putative phage terminase, large subunit	Ccel_3050	WP_015926401.1;
B8I2R3	B8I2R3_RUMCH	Dipicolinate synthase subunit A	Ccel_1705	WP_015925171.1;
B8I7C8	B8I7C8_RUMCH	Thioesterase	Ccel_0672	WP_015924221.1;
B8I8Y8	B8I8Y8_RUMCH	Uncharacterized protein	Ccel_3028	
B8I6L1	B8I6L1_RUMCH	GerA spore germination protein	Ccel_0521	WP_015924076.1;
B8I8E8	B8I8E8_RUMCH	Phage head-tail adaptor	Ccel_2954	WP_015926313.1;
B8I3N5	B8I3N5_RUMCH	Flagellar biosynthetic protein FlhB	flhB Ccel_2032	WP_015925480.1;
B8I4H5	B8I4H5_RUMCH	Xylan alpha-1,2-glucuronidase (EC 3.2.1.131)	Ccel_0141	WP_012634595.1;
B8I9D8	B8I9D8_RUMCH	Alpha-L-arabinofuranosidase domain protein	Ccel_1036	WP_015924554.1;
B8I1C2	B8I1C2_RUMCH	Ribosomal silencing factor RsfS	rsfS Ccel_1366	WP_015924868.1;
B8I678	B8I678_RUMCH	Uncharacterized protein	Ccel_2515	WP_015925932.1;
B8I6P5	B8I6P5_RUMCH	Thiamine pyrophosphate protein domain protein TPP-binding	Ccel_0555	WP_015924109.1;
B8I7D6	B8I7D6_RUMCH	Regulatory protein DeoR	Ccel_0680	WP_015924229.1;
B8I1Q1	B8I1Q1_RUMCH	SLH domain-containing protein	Ccel_3398	WP_015926738.1;
B8I7U6	B8I7U6_RUMCH	Transcriptional regulator, GntR family	Ccel_0724	WP_015924270.1;
B8I645	B8I645_RUMCH	Drug resistance transporter, EmrB/QacA subfamily	Ccel_2482	WP_015925899.1;
B8I1L7	B8I1L7_RUMCH	Hydrogenase accessory protein HypB	Ccel_3363	WP_015926704.1;
B8I0B6	B8I0B6_RUMCH	Uncharacterized protein	Ccel_3151	
B8I449	B8I449_RUMCH	PABS domain-containing protein	Ccel_2138	WP_015925580.1;
B8I1U1	B8I1U1_RUMCH	Glycoside hydrolase family 43	Ccel_3438	WP_015926778.1;
B8I0A2	B8I0A2_RUMCH	Uncharacterized protein	Ccel_3137	WP_015926486.1;
B8I6S4	B8I6S4_RUMCH	Polar amino acid ABC transporter, inner membrane subunit	Ccel_2588	WP_015926003.1;
B8I7L3	B8I7L3_RUMCH	Uncharacterized protein	Ccel_2786	WP_015926156.1;
B8I8C6	B8I8C6_RUMCH	Uncharacterized protein	Ccel_2932	WP_015926293.1;
B8I6T1	B8I6T1_RUMCH	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK Ccel_2595	WP_015926010.1;
B8I682	B8I682_RUMCH	5'-Nucleotidase domain protein	Ccel_2519	WP_015925936.1;
B8I7J0	B8I7J0_RUMCH	Zinc finger CDGSH-type domain protein	Ccel_2759	WP_015926133.1;
B8I496	B8I496_RUMCH	Hydrolase (Metallo-beta-lactamase superfamily)-like protein	Ccel_0062	WP_012634516.1;
B8I0V9	B8I0V9_RUMCH	Ribokinase (RK) (EC 2.7.1.15)	rbsK Ccel_3225	
B8I012	B8I012_RUMCH	PfkB domain protein	Ccel_1155	WP_015924667.1;
B8I4H4	B8I4H4_RUMCH	Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)	uxuA Ccel_0140	WP_012634594.1;
B8I6B0	B8I6B0_RUMCH	Peptidase M50	Ccel_2547	WP_015925964.1;
B8I0L8	B8I0L8_RUMCH	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)	Ccel_1237	WP_015924742.1;
B8I0L0	B8I0L0_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_1229	WP_015924734.1;
B8I4L1	B8I4L1_RUMCH	Deoxyuridine 5'-triphosphate nucleotidohydrolase Dut	Ccel_0177	WP_012634630.1;
B8I8A3	B8I8A3_RUMCH	ABC transporter related	Ccel_2909	WP_015926270.1;
B8I552	B8I552_RUMCH	Uncharacterized protein	Ccel_0245	
B8I712	B8I712_RUMCH	Putative solute-binding component of ABC transporter	Ccel_2687	
B8I871	B8I871_RUMCH	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB Ccel_2877	WP_015926239.1;
B8I8N6	B8I8N6_RUMCH	MATE efflux family protein	Ccel_0897	WP_015924429.1;
B8I8Z0	B8I8Z0_RUMCH	Uncharacterized protein	Ccel_3030	WP_015926381.1;
B8I4J1	B8I4J1_RUMCH	Uncharacterized protein	Ccel_0157	WP_012634611.1;
B8I868	B8I868_RUMCH	Methyl-accepting chemotaxis sensory transducer	Ccel_2874	WP_015926236.1;
B8I924	B8I924_RUMCH	Uncharacterized protein	Ccel_3064	WP_015926415.1;
B8I6N6	B8I6N6_RUMCH	Ferredoxin	Ccel_0546	WP_015924100.1;
B8I2W7	B8I2W7_RUMCH	RNA-metabolising metallo-beta-lactamase	Ccel_1759	WP_015925225.1;
B8I1H5	B8I1H5_RUMCH	Metal dependent phosphohydrolase	Ccel_1419	WP_015924918.1;
B8I8U7	B8I8U7_RUMCH	Uncharacterized protein	Ccel_2985	WP_015926338.1;
B8I9A5	B8I9A5_RUMCH	Transcriptional regulator, AraC family	Ccel_1003	WP_015924522.1;
B8I058	B8I058_RUMCH	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prs Ccel_3092	WP_015926442.1;
B8I3L5	B8I3L5_RUMCH	Parallel beta-helix repeat protein	Ccel_2012	
B8I5P5	B8I5P5_RUMCH	UvrB/UvrC protein	Ccel_0325	WP_012634777.1;
B8I0Z3	B8I0Z3_RUMCH	Uncharacterized protein	Ccel_3260	WP_015926607.1;
B8I2S1	B8I2S1_RUMCH	Histidine kinase (EC 2.7.13.3)	Ccel_1713	WP_015925179.1;
B8I8W1	B8I8W1_RUMCH	Transcriptional regulator, LacI family	Ccel_2999	WP_015926352.1;
B8I6D6	B8I6D6_RUMCH	Uncharacterized protein	Ccel_0446	WP_012634890.1;
B8I877	B8I877_RUMCH	Polysaccharide pyruvyl transferase	Ccel_2883	WP_015926245.1;
B8I1T9	B8I1T9_RUMCH	Acetolactate synthase (EC 2.2.1.6)	Ccel_3436	WP_015926776.1;
B8I2V1	B8I2V1_RUMCH	Pseudouridine synthase (EC 5.4.99.-)	Ccel_1743	WP_015925209.1;
B8I450	B8I450_RUMCH	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	gltX Ccel_2139	WP_015925581.1;
B8I4R2	B8I4R2_RUMCH	Formate acetyltransferase (EC 2.3.1.54) (Pyruvate formate-lyase)	Ccel_2224	WP_015925659.1;
B8I382	B8I382_RUMCH	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	Ccel_1877	
B8I0M2	B8I0M2_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_1241	WP_015924746.1;
B8I0N1	B8I0N1_RUMCH	Signal transduction histidine kinase, LytS	Ccel_1250	WP_015924755.1;
B8I336	B8I336_RUMCH	Uncharacterized protein	Ccel_1830	
B8I3H1	B8I3H1_RUMCH	3-demethylubiquinone-9 3-methyltransferase	Ccel_1966	WP_015925418.1;
B8I6T2	B8I6T2_RUMCH	Branched-chain amino acid transport	Ccel_2596	WP_015926011.1;
B8I157	B8I157_RUMCH	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS Ccel_3324	WP_015926665.1;
B8I6R9	B8I6R9_RUMCH	Uncharacterized protein	Ccel_2583	WP_015925998.1;
B8I1F9	B8I1F9_RUMCH	FAD dependent oxidoreductase	Ccel_1403	WP_015924902.1;
B8I3H2	B8I3H2_RUMCH	DUF362 domain-containing protein	Ccel_1967	WP_015925419.1;
B8I3F4	B8I3F4_RUMCH	Beta-lactamase domain protein	Ccel_1949	WP_015925401.1;
B8I5A8	B8I5A8_RUMCH	Uncharacterized protein	Ccel_0301	WP_012634753.1;
B8I402	B8I402_RUMCH	ThiJ/PfpI domain protein	Ccel_2090	WP_015925537.1;
B8I724	B8I724_RUMCH	Polysaccharide deacetylase	Ccel_0567	WP_015924120.1;
B8I5W9	B8I5W9_RUMCH	Putative anti-sigma regulatory factor, serine/threonine protein kinase	Ccel_0401	WP_012634849.1;
B8I352	B8I352_RUMCH	HTH_17 domain-containing protein	Ccel_1847	WP_015925301.1;
B8I2G8	B8I2G8_RUMCH	Transcriptional regulator, MarR family	Ccel_1609	WP_015925077.1;
B8I0Y1	B8I0Y1_RUMCH	Putative sensor with HAMP domain	Ccel_3248	WP_015926595.1;
B8I6I8	B8I6I8_RUMCH	Transcriptional regulator, LysR family	Ccel_0498	WP_012634942.1;
B8I1W5	B8I1W5_RUMCH	RNA methyltransferase, TrmH family, group 3	Ccel_1437	WP_015924935.1;
B8I226	B8I226_RUMCH	Pvc16_N domain-containing protein	Ccel_1500	WP_015924993.1;
B8I1C3	B8I1C3_RUMCH	ABC transporter related	Ccel_1367	WP_015924869.1;
B8I1E1	B8I1E1_RUMCH	ABC transporter related	Ccel_1385	WP_015924885.1;
B8I3H3	B8I3H3_RUMCH	Uncharacterized protein	Ccel_1968	
B8I6J5	B8I6J5_RUMCH	Uncharacterized protein	Ccel_0505	
B8I4E9	B8I4E9_RUMCH	Uncharacterized protein	Ccel_0115	WP_012634569.1;
B8I1U8	B8I1U8_RUMCH	TPR repeat-containing protein	Ccel_3445	WP_015926785.1;
B8I3X3	B8I3X3_RUMCH	Sporulation protein, YlmC/YmxH family	Ccel_2060	WP_015925508.1;
B8I525	B8I525_RUMCH	Methyltransferase type 11	Ccel_0218	WP_012634670.1;
B8I3X5	B8I3X5_RUMCH	RNA polymerase sigma factor	Ccel_2062	WP_015925510.1;
B8I7N9	B8I7N9_RUMCH	Resolvase domain protein	Ccel_2816	WP_015926181.1;
B8I667	B8I667_RUMCH	Uncharacterized protein	Ccel_2504	WP_015925921.1;
B8I038	B8I038_RUMCH	Uncharacterized protein	Ccel_1181	WP_015924691.1;
B8I5S6	B8I5S6_RUMCH	Uncharacterized protein	Ccel_0358	WP_012634807.1;
B8I227	B8I227_RUMCH	Tail sheath protein	Ccel_1501	WP_015924994.1;
B8I0T3	B8I0T3_RUMCH	VTC domain-containing protein	Ccel_1304	WP_015924806.1;
B8I1F3	B8I1F3_RUMCH	Uncharacterized protein	Ccel_1397	WP_015924897.1;
B8I8D7	B8I8D7_RUMCH	Toxin secretion/phage lysis holin	Ccel_2943	WP_015926304.1;
B8I7J7	B8I7J7_RUMCH	Uncharacterized protein	Ccel_2770	WP_015926140.1;
B8I742	B8I742_RUMCH	Uncharacterized protein	Ccel_0585	WP_015924137.1;
B8I3Z0	B8I3Z0_RUMCH	Coat F domain protein	Ccel_2078	WP_015925525.1;
B8I857	B8I857_RUMCH	Uncharacterized protein	Ccel_2863	
B8I1J0	B8I1J0_RUMCH	Uncharacterized protein	Ccel_3336	WP_015926677.1;
B8I3V5	B8I3V5_RUMCH	Extracellular solute-binding protein family 5	Ccel_0044	WP_012634499.1;
B8I8A1	B8I8A1_RUMCH	Cell division ATP-binding protein FtsE	ftsE Ccel_2907	WP_015926268.1;
B8I0G1	B8I0G1_RUMCH	Uncharacterized protein	Ccel_3197	WP_015926545.1;
B8I7B6	B8I7B6_RUMCH	DNA helicase (EC 3.6.4.12)	Ccel_0660	WP_015924209.1;
B8I0Q9	B8I0Q9_RUMCH	Uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107)	Ccel_1278	WP_015924783.1;
B8I140	B8I140_RUMCH	Type III restriction protein res subunit	Ccel_3307	WP_015926650.1;
B8I0R3	B8I0R3_RUMCH	Precorrin-6Y C5,15-methyltransferase (Decarboxylating), CbiT subunit	Ccel_1282	WP_015924787.1;
B8I7K7	B8I7K7_RUMCH	Uncharacterized protein	Ccel_2780	
B8HZV2	B8HZV2_RUMCH	Zn-dependent hydrolase of the beta-lactamase fold protein	Ccel_1093	WP_015924608.1;
B8I7B8	B8I7B8_RUMCH	HAD superfamily (Subfamily IIIA) phosphatase, TIGR01668	Ccel_0662	WP_015924211.1;
B8I4P3	B8I4P3_RUMCH	1-(5-phosphoribosyl)-5-amino-4-imidazole-carboxylate (AIR) carboxylase	Ccel_2205	WP_015925640.1;
B8I2Z4	B8I2Z4_RUMCH	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	panB Ccel_1787	WP_015925252.1;
B8I2H3	B8I2H3_RUMCH	Oxidoreductase/nitrogenase component 1	Ccel_1614	WP_015925082.1;
B8I8N1	B8I8N1_RUMCH	Extracellular solute-binding protein family 1	Ccel_0892	WP_015924424.1;
B8I3H4	B8I3H4_RUMCH	Germination protein, Ger(X)C family	Ccel_1969	WP_015925421.1;
B8I2I2	B8I2I2_RUMCH	Cupin 2 conserved barrel domain protein	Ccel_1623	WP_015925091.1;
B8I7W8	B8I7W8_RUMCH	NLP/P60 protein	Ccel_0747	WP_015924292.1;
B8I8V9	B8I8V9_RUMCH	Extracellular solute-binding protein family 1	Ccel_2997	WP_015926350.1;
B8I5T2	B8I5T2_RUMCH	Non-homologous end joining protein Ku	ku Ccel_0364	WP_012634813.1;
B8I8D4	B8I8D4_RUMCH	NLP/P60 protein	Ccel_2940	WP_015926301.1;
B8I462	B8I462_RUMCH	YD repeat protein	Ccel_2153	
B8I801	B8I801_RUMCH	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	map Ccel_0780	WP_015924322.1;
B8I1D8	B8I1D8_RUMCH	Band 7 protein	Ccel_1382	WP_015924882.1;
B8I0Z5	B8I0Z5_RUMCH	ABC transporter related	Ccel_3262	WP_015926609.1;
B8I541	B8I541_RUMCH	Cadmium-translocating P-type ATPase	Ccel_0234	WP_012634686.1;
B8I6R2	B8I6R2_RUMCH	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	Ccel_2576	WP_015925991.1;
B8I0Y3	B8I0Y3_RUMCH	Aldo/keto reductase	Ccel_3250	WP_015926597.1;
B8I1B8	B8I1B8_RUMCH	Uncharacterized protein	Ccel_1362	WP_015924864.1;
B8I054	B8I054_RUMCH	Transcriptional regulator, AbrB family	Ccel_3088	WP_014315278.1;
B8I8H0	B8I8H0_RUMCH	Uncharacterized protein	Ccel_0826	WP_015924363.1;
B8I068	B8I068_RUMCH	Cell shape-determining protein MreB	mreB Ccel_3102	
B8I2P8	B8I2P8_RUMCH	Respiratory-chain NADH dehydrogenase, subunit 1	Ccel_1690	WP_015925156.1;
B8I6B1	B8I6B1_RUMCH	Peptidase M23	Ccel_2548	WP_015925965.1;
B8I6F7	B8I6F7_RUMCH	Yip1 domain-containing protein	Ccel_0467	WP_012634911.1;
B8I8C1	B8I8C1_RUMCH	Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6)]	nnrD nnrE Ccel_2927	WP_015926288.1;
B8I997	B8I997_RUMCH	Stage 0 sporulation protein A homolog	Ccel_0995	WP_015924514.1;
B8I777	B8I777_RUMCH	Uncharacterized protein	Ccel_0620	WP_015924170.1;
B8I1X0	B8I1X0_RUMCH	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS Ccel_1442	WP_015924940.1;
B8I965	B8I965_RUMCH	Uncharacterized protein	Ccel_0963	WP_015924482.1;
B8I0W8	B8I0W8_RUMCH	Methyl-accepting chemotaxis sensory transducer	Ccel_3234	WP_015926582.1;
B8I7T8	B8I7T8_RUMCH	Ribosome biogenesis GTPase A	Ccel_0716	WP_015924262.1;
B8HZY8	B8HZY8_RUMCH	Uncharacterized protein	Ccel_1130	WP_015924644.1;
B8I2W1	B8I2W1_RUMCH	NUDIX hydrolase	Ccel_1753	WP_015925219.1;
B8I7T1	B8I7T1_RUMCH	Signal recognition particle protein (Fifty-four homolog)	ffh Ccel_0709	WP_015924256.1;
B8I008	B8I008_RUMCH	ABC transporter related	Ccel_1151	WP_015924663.1;
B8I2I1	B8I2I1_RUMCH	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuC Ccel_1622	WP_015925090.1;
